pipeline_id,arrival_seconds,priority,operator_id,parents,baseline_cpu_seconds,cpu_scaling,memory_gb,storage_read_gb
p4,,,op6,op5,5,linear3,,45
p4,,,op7,op6,5,linear3,,45
p4,,,op8,op7,2,sqrt,,55
p4,,,op9,op8,5,linear3,,45
p4,,,op10,op9,80,squared,,10
p4,,,op11,op10,2,sqrt,,55
p4,,,op12,op11,40,linear7,,20
p4,,,op13,op12,1,const,,55
p4,,,op14,op13,5,linear3,,45
p4,,,op15,op14,15,linear3,,37.5
p5,0.0,BATCH_PIPELINE,op1,,1,const,,55
p5,,,op2,op1,5,linear3,,45
p5,,,op3,op2,5,linear3,,45
p5,,,op4,op3,20,linear7,,30
p5,,,op5,op4,5,linear3,,45
p5,,,op6,op5,1,const,,55
p5,,,op7,op6,1,const,,55
p5,,,op8,op7,2,sqrt,,55
p5,,,op9,op8,20,linear7,,30
p5,,,op10,op9,15,linear3,,37.5
p5,,,op11,op10,20,linear7,,30
p5,,,op12,op11,5,linear3,,45
p5,,,op13,op12,15,linear3,,37.5
p5,,,op14,op13,20,linear7,,30
p5,,,op15,op14,5,linear3,,45
p5,,,op16,op15,20,linear7,,30
p5,,,op17,op16,2,sqrt,,55
p6,0.0,QUERY,op1,,15,linear3,,35
p7,0.0,QUERY,op1,,15,linear3,,35
p8,0.0,BATCH_PIPELINE,op1,,1,const,,55
p8,,,op2,op1,15,linear3,,37.5
p8,,,op3,op2,20,linear7,,30
p8,,,op4,op3,20,linear7,,30
p8,,,op5,op4,20,linear7,,30
p8,,,op6,op5,15,linear3,,37.5
p8,,,op7,op6,5,linear3,,45
p8,,,op8,op7,15,linear3,,37.5
p8,,,op9,op8,1,const,,55
p8,,,op10,op9,1,const,,55
p8,,,op11,op10,1,const,,55
p8,,,op12,op11,2,sqrt,,55
p8,,,op13,op12,15,linear3,,37.5
p8,,,op14,op13,2,sqrt,,55
p8,,,op15,op14,5,linear3,,45
p8,,,op16,op15,40,linear7,,20
p9,0.0,BATCH_PIPELINE,op1,,1,const,,55
p9,,,op2,op1,5,linear3,,45
p9,,,op3,op2,2,sqrt,,55
p9,,,op4,op3,5,linear3,,45
p9,,,op5,op4,20,linear7,,30
p9,,,op6,op5,1,const,,55
p9,,,op7,op6,20,linear7,,30
p9,,,op8,op7,15,linear3,,37.5
p9,,,op9,op8,5,linear3,,45
p9,,,op10,op9,1,const,,55
p9,,,op11,op10,15,linear3,,37.5
p9,,,op12,op11,5,linear3,,45
p9,,,op13,op12,15,linear3,,37.5
p9,,,op14,op13,15,linear3,,37.5
p9,,,op15,op14,80,squared,,10
p9,,,op16,op15,5,linear3,,45
p9,,,op17,op16,2,sqrt,,55
p10,0.0,BATCH_PIPELINE,op1,,1,const,,55
p10,,,op2,op1,20,linear7,,30
p10,,,op3,op2,15,linear3,,37.5
p10,,,op4,op3,80,squared,,10
p10,,,op5,op4,1,const,,55
p10,,,op6,op5,2,sqrt,,55
p10,,,op7,op6,2,sqrt,,55
p10,,,op8,op7,5,linear3,,45
p10,,,op9,op8,1,const,,55
p10,,,op10,op9,20,linear7,,30
p10,,,op11,op10,5,linear3,,45
p10,,,op12,op11,1,const,,55
p10,,,op13,op12,2,sqrt,,55
p10,,,op14,op13,15,linear3,,37.5
p10,,,op15,op14,20,linear7,,30
p11,13.493,BATCH_PIPELINE,op1,,1,const,,55
p11,,,op2,op1,1,const,,55
p11,,,op3,op2,15,linear3,,37.5
p11,,,op4,op3,2,sqrt,,55
p11,,,op5,op4,5,linear3,,45
p11,,,op6,op5,2,sqrt,,55
p11,,,op7,op6,5,linear3,,45
p11,,,op8,op7,40,linear7,,20
p11,,,op9,op8,15,linear3,,37.5
p11,,,op10,op9,5,linear3,,45
p11,,,op11,op10,2,sqrt,,55
p11,,,op12,op11,1,const,,55
p11,,,op13,op12,5,linear3,,45
p11,,,op14,op13,15,linear3,,37.5
p11,,,op15,op14,80,squared,,10
p11,,,op16,op15,15,linear3,,37.5
p12,13.493,INTERACTIVE,op1,,1,const,,55
p12,,,op2,op1,2,sqrt,,55
p12,,,op3,op2,5,linear3,,45
p12,,,op4,op3,80,squared,,10
p12,,,op5,op4,2,sqrt,,55
p12,,,op6,op5,40,linear7,,20
p12,,,op7,op6,2,sqrt,,55
p12,,,op8,op7,40,linear7,,20
p12,,,op9,op8,20,linear7,,30
p12,,,op10,op9,15,linear3,,37.5
p12,,,op11,op10,15,linear3,,37.5
p12,,,op12,op11,5,linear3,,45
p12,,,op13,op12,20,linear7,,30
p13,13.493,QUERY,op1,,15,linear3,,35
p14,13.493,BATCH_PIPELINE,op1,,1,const,,55
p14,,,op2,op1,80,squared,,10
p14,,,op3,op2,15,linear3,,37.5
p14,,,op4,op3,5,linear3,,45
p14,,,op5,op4,15,linear3,,37.5
p14,,,op6,op5,40,linear7,,20
p14,,,op7,op6,15,linear3,,37.5
p14,,,op8,op7,5,linear3,,45
p14,,,op9,op8,40,linear7,,20
p14,,,op10,op9,20,linear7,,30
p15,13.493,BATCH_PIPELINE,op1,,1,const,,55
p15,,,op2,op1,1,const,,55
p15,,,op3,op2,80,squared,,10
p15,,,op4,op3,80,squared,,10
p15,,,op5,op4,5,linear3,,45
p15,,,op6,op5,5,linear3,,45
p15,,,op7,op6,80,squared,,10
p15,,,op8,op7,1,const,,55
p15,,,op9,op8,2,sqrt,,55
p15,,,op10,op9,20,linear7,,30
p15,,,op11,op10,5,linear3,,45
p15,,,op12,op11,15,linear3,,37.5
p15,,,op13,op12,5,linear3,,45
p15,,,op14,op13,15,linear3,,37.5
p15,,,op15,op14,80,squared,,10
p16,13.493,INTERACTIVE,op1,,1,const,,55
p16,,,op2,op1,15,linear3,,37.5
p16,,,op3,op2,2,sqrt,,55
p16,,,op4,op3,2,sqrt,,55
p16,,,op5,op4,2,sqrt,,55
p16,,,op6,op5,5,linear3,,45
p16,,,op7,op6,40,linear7,,20
p16,,,op8,op7,1,const,,55
p16,,,op9,op8,15,linear3,,37.5
p16,,,op10,op9,5,linear3,,45
p16,,,op11,op10,5,linear3,,45
p16,,,op12,op11,40,linear7,,20
p16,,,op13,op12,20,linear7,,30
p16,,,op14,op13,80,squared,,10
p16,,,op15,op14,15,linear3,,37.5
p16,,,op16,op15,5,linear3,,45
p16,,,op17,op16,15,linear3,,37.5
p17,13.493,BATCH_PIPELINE,op1,,1,const,,55
p17,,,op2,op1,15,linear3,,37.5
p17,,,op3,op2,15,linear3,,37.5
p17,,,op4,op3,80,squared,,10
p17,,,op5,op4,80,squared,,10
p17,,,op6,op5,2,sqrt,,55
p17,,,op7,op6,5,linear3,,45
p17,,,op8,op7,1,const,,55
p17,,,op9,op8,5,linear3,,45
p17,,,op10,op9,15,linear3,,37.5
p17,,,op11,op10,40,linear7,,20
p17,,,op12,op11,2,sqrt,,55
p17,,,op13,op12,2,sqrt,,55
p17,,,op14,op13,1,const,,55
p17,,,op15,op14,5,linear3,,45
p18,13.493,BATCH_PIPELINE,op1,,1,const,,55
p18,,,op2,op1,40,linear7,,20
p18,,,op3,op2,15,linear3,,37.5
p18,,,op4,op3,1,const,,55
p18,,,op5,op4,1,const,,55
p18,,,op6,op5,80,squared,,10
p18,,,op7,op6,1,const,,55
p18,,,op8,op7,2,sqrt,,55
p18,,,op9,op8,80,squared,,10
p18,,,op10,op9,80,squared,,10
p18,,,op11,op10,1,const,,55
p18,,,op12,op11,5,linear3,,45
p18,,,op13,op12,15,linear3,,37.5
p19,13.493,BATCH_PIPELINE,op1,,1,const,,55
p19,,,op2,op1,20,linear7,,30
p19,,,op3,op2,20,linear7,,30
p19,,,op4,op3,5,linear3,,45
p19,,,op5,op4,5,linear3,,45
p19,,,op6,op5,1,const,,55
p19,,,op7,op6,5,linear3,,45
p19,,,op8,op7,5,linear3,,45
p19,,,op9,op8,15,linear3,,37.5
p19,,,op10,op9,5,linear3,,45
p19,,,op11,op10,20,linear7,,30
p20,13.493,BATCH_PIPELINE,op1,,1,const,,55
p20,,,op2,op1,15,linear3,,37.5
p20,,,op3,op2,15,linear3,,37.5
p20,,,op4,op3,2,sqrt,,55
p20,,,op5,op4,15,linear3,,37.5
p20,,,op6,op5,15,linear3,,37.5
p20,,,op7,op6,80,squared,,10
p20,,,op8,op7,80,squared,,10
p20,,,op9,op8,15,linear3,,37.5
p20,,,op10,op9,2,sqrt,,55
p20,,,op11,op10,1,const,,55
p20,,,op12,op11,40,linear7,,20
p20,,,op13,op12,15,linear3,,37.5
p20,,,op14,op13,20,linear7,,30
p20,,,op15,op14,1,const,,55
p21,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p21,,,op2,op1,15,linear3,,37.5
p21,,,op3,op2,15,linear3,,37.5
p21,,,op4,op3,5,linear3,,45
p21,,,op5,op4,5,linear3,,45
p21,,,op6,op5,5,linear3,,45
p21,,,op7,op6,15,linear3,,37.5
p21,,,op8,op7,80,squared,,10
p21,,,op9,op8,1,const,,55
p21,,,op10,op9,5,linear3,,45
p22,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p22,,,op2,op1,1,const,,55
p22,,,op3,op2,15,linear3,,37.5
p22,,,op4,op3,80,squared,,10
p22,,,op5,op4,1,const,,55
p22,,,op6,op5,20,linear7,,30
p22,,,op7,op6,5,linear3,,45
p22,,,op8,op7,15,linear3,,37.5
p22,,,op9,op8,2,sqrt,,55
p22,,,op10,op9,5,linear3,,45
p22,,,op11,op10,40,linear7,,20
p22,,,op12,op11,20,linear7,,30
p22,,,op13,op12,80,squared,,10
p22,,,op14,op13,40,linear7,,20
p22,,,op15,op14,20,linear7,,30
p22,,,op16,op15,80,squared,,10
p23,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p23,,,op2,op1,15,linear3,,37.5
p23,,,op3,op2,2,sqrt,,55
p23,,,op4,op3,40,linear7,,20
p23,,,op5,op4,1,const,,55
p23,,,op6,op5,20,linear7,,30
p23,,,op7,op6,5,linear3,,45
p23,,,op8,op7,40,linear7,,20
p23,,,op9,op8,20,linear7,,30
p23,,,op10,op9,80,squared,,10
p23,,,op11,op10,20,linear7,,30
p23,,,op12,op11,1,const,,55
p23,,,op13,op12,15,linear3,,37.5
p23,,,op14,op13,1,const,,55
p23,,,op15,op14,5,linear3,,45
p23,,,op16,op15,80,squared,,10
p23,,,op17,op16,20,linear7,,30
p23,,,op18,op17,2,sqrt,,55
p24,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p24,,,op2,op1,2,sqrt,,55
p24,,,op3,op2,15,linear3,,37.5
p24,,,op4,op3,40,linear7,,20
p24,,,op5,op4,20,linear7,,30
p24,,,op6,op5,1,const,,55
p24,,,op7,op6,15,linear3,,37.5
p24,,,op8,op7,15,linear3,,37.5
p24,,,op9,op8,20,linear7,,30
p24,,,op10,op9,80,squared,,10
p24,,,op11,op10,1,const,,55
p24,,,op12,op11,5,linear3,,45
p24,,,op13,op12,20,linear7,,30
p24,,,op14,op13,1,const,,55
p24,,,op15,op14,80,squared,,10
p25,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p25,,,op2,op1,20,linear7,,30
p25,,,op3,op2,40,linear7,,20
p25,,,op4,op3,15,linear3,,37.5
p25,,,op5,op4,15,linear3,,37.5
p25,,,op6,op5,15,linear3,,37.5
p25,,,op7,op6,2,sqrt,,55
p25,,,op8,op7,5,linear3,,45
p25,,,op9,op8,5,linear3,,45
p25,,,op10,op9,15,linear3,,37.5
p25,,,op11,op10,40,linear7,,20
p25,,,op12,op11,2,sqrt,,55
p25,,,op13,op12,5,linear3,,45
p25,,,op14,op13,80,squared,,10
p25,,,op15,op14,2,sqrt,,55
p25,,,op16,op15,2,sqrt,,55
p25,,,op17,op16,15,linear3,,37.5
p25,,,op18,op17,20,linear7,,30
p26,24.580000000000002,INTERACTIVE,op1,,1,const,,55
p26,,,op2,op1,40,linear7,,20
p26,,,op3,op2,20,linear7,,30
p26,,,op4,op3,80,squared,,10
p26,,,op5,op4,15,linear3,,37.5
p26,,,op6,op5,1,const,,55
p26,,,op7,op6,80,squared,,10
p26,,,op8,op7,5,linear3,,45
p26,,,op9,op8,15,linear3,,37.5
p26,,,op10,op9,80,squared,,10
p26,,,op11,op10,1,const,,55
p26,,,op12,op11,2,sqrt,,55
p26,,,op13,op12,1,const,,55
p26,,,op14,op13,5,linear3,,45
p26,,,op15,op14,20,linear7,,30
p26,,,op16,op15,20,linear7,,30
p26,,,op17,op16,20,linear7,,30
p26,,,op18,op17,1,const,,55
p26,,,op19,op18,1,const,,55
p27,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p27,,,op2,op1,20,linear7,,30
p27,,,op3,op2,15,linear3,,37.5
p27,,,op4,op3,20,linear7,,30
p27,,,op5,op4,15,linear3,,37.5
p27,,,op6,op5,20,linear7,,30
p27,,,op7,op6,2,sqrt,,55
p27,,,op8,op7,5,linear3,,45
p27,,,op9,op8,15,linear3,,37.5
p27,,,op10,op9,20,linear7,,30
p27,,,op11,op10,5,linear3,,45
p27,,,op12,op11,20,linear7,,30
p27,,,op13,op12,5,linear3,,45
p28,24.580000000000002,QUERY,op1,,15,linear3,,35
p29,24.580000000000002,QUERY,op1,,15,linear3,,35
p30,24.580000000000002,BATCH_PIPELINE,op1,,1,const,,55
p30,,,op2,op1,1,const,,55
p30,,,op3,op2,2,sqrt,,55
p30,,,op4,op3,20,linear7,,30
p30,,,op5,op4,5,linear3,,45
p30,,,op6,op5,15,linear3,,37.5
p30,,,op7,op6,40,linear7,,20
p30,,,op8,op7,40,linear7,,20
p30,,,op9,op8,15,linear3,,37.5
p30,,,op10,op9,40,linear7,,20
p31,33.788000000000004,BATCH_PIPELINE,op1,,1,const,,55
p31,,,op2,op1,2,sqrt,,55
p31,,,op3,op2,5,linear3,,45
p31,,,op4,op3,20,linear7,,30
p31,,,op5,op4,80,squared,,10
p31,,,op6,op5,1,const,,55
p31,,,op7,op6,15,linear3,,37.5
p31,,,op8,op7,2,sqrt,,55
p31,,,op9,op8,20,linear7,,30
p31,,,op10,op9,5,linear3,,45
p31,,,op11,op10,1,const,,55
p31,,,op12,op11,40,linear7,,20
p32,33.788000000000004,QUERY,op1,,15,linear3,,35
p33,33.788000000000004,INTERACTIVE,op1,,1,const,,55
p33,,,op2,op1,20,linear7,,30
p33,,,op3,op2,15,linear3,,37.5
p33,,,op4,op3,20,linear7,,30
p33,,,op5,op4,20,linear7,,30
p33,,,op6,op5,80,squared,,10
p33,,,op7,op6,5,linear3,,45
p33,,,op8,op7,1,const,,55
p33,,,op9,op8,40,linear7,,20
p33,,,op10,op9,5,linear3,,45
p34,33.788000000000004,BATCH_PIPELINE,op1,,1,const,,55
p34,,,op2,op1,15,linear3,,37.5
p34,,,op3,op2,80,squared,,10
p34,,,op4,op3,80,squared,,10
p34,,,op5,op4,15,linear3,,37.5
p34,,,op6,op5,15,linear3,,37.5
p34,,,op7,op6,40,linear7,,20
p34,,,op8,op7,2,sqrt,,55
p34,,,op9,op8,15,linear3,,37.5
p34,,,op10,op9,15,linear3,,37.5
p34,,,op11,op10,15,linear3,,37.5
p34,,,op12,op11,2,sqrt,,55
p34,,,op13,op12,1,const,,55
p34,,,op14,op13,1,const,,55
p34,,,op15,op14,1,const,,55
p34,,,op16,op15,5,linear3,,45
p35,33.788000000000004,BATCH_PIPELINE,op1,,1,const,,55
p35,,,op2,op1,2,sqrt,,55
p35,,,op3,op2,15,linear3,,37.5
p35,,,op4,op3,5,linear3,,45
p35,,,op5,op4,5,linear3,,45
p35,,,op6,op5,15,linear3,,37.5
p35,,,op7,op6,20,linear7,,30
p35,,,op8,op7,5,linear3,,45
p35,,,op9,op8,40,linear7,,20
p35,,,op10,op9,1,const,,55
p35,,,op11,op10,15,linear3,,37.5
p35,,,op12,op11,80,squared,,10
p35,,,op13,op12,15,linear3,,37.5
p35,,,op14,op13,80,squared,,10
p35,,,op15,op14,15,linear3,,37.5
p35,,,op16,op15,20,linear7,,30
p35,,,op17,op16,15,linear3,,37.5
p35,,,op18,op17,5,linear3,,45
p35,,,op19,op18,2,sqrt,,55
p35,,,op20,op19,20,linear7,,30
p35,,,op21,op20,2,sqrt,,55
p35,,,op22,op21,20,linear7,,30
p36,33.788000000000004,BATCH_PIPELINE,op1,,1,const,,55
p36,,,op2,op1,20,linear7,,30
p36,,,op3,op2,5,linear3,,45
p36,,,op4,op3,40,linear7,,20
p36,,,op5,op4,1,const,,55
p36,,,op6,op5,5,linear3,,45
p36,,,op7,op6,1,const,,55
p36,,,op8,op7,1,const,,55
p36,,,op9,op8,40,linear7,,20
p36,,,op10,op9,20,linear7,,30
p36,,,op11,op10,2,sqrt,,55
p36,,,op12,op11,1,const,,55
p36,,,op13,op12,1,const,,55
p36,,,op14,op13,5,linear3,,45
p36,,,op15,op14,80,squared,,10
p36,,,op16,op15,20,linear7,,30
p37,33.788000000000004,INTERACTIVE,op1,,1,const,,55
p37,,,op2,op1,15,linear3,,37.5
p37,,,op3,op2,15,linear3,,37.5
p37,,,op4,op3,15,linear3,,37.5
p37,,,op5,op4,40,linear7,,20
p37,,,op6,op5,20,linear7,,30
p37,,,op7,op6,20,linear7,,30
p37,,,op8,op7,5,linear3,,45
p37,,,op9,op8,40,linear7,,20
p37,,,op10,op9,80,squared,,10
p37,,,op11,op10,2,sqrt,,55
p37,,,op12,op11,2,sqrt,,55
p37,,,op13,op12,80,squared,,10
p37,,,op14,op13,15,linear3,,37.5
p37,,,op15,op14,80,squared,,10
p37,,,op16,op15,5,linear3,,45
p38,33.788000000000004,QUERY,op1,,15,linear3,,35
p39,33.788000000000004,BATCH_PIPELINE,op1,,1,const,,55
p39,,,op2,op1,5,linear3,,45
p39,,,op3,op2,2,sqrt,,55
p39,,,op4,op3,5,linear3,,45
p39,,,op5,op4,20,linear7,,30
p39,,,op6,op5,1,const,,55
p39,,,op7,op6,20,linear7,,30
p39,,,op8,op7,5,linear3,,45
p39,,,op9,op8,40,linear7,,20
p39,,,op10,op9,1,const,,55
p39,,,op11,op10,2,sqrt,,55
p39,,,op12,op11,1,const,,55
p39,,,op13,op12,2,sqrt,,55
p39,,,op14,op13,15,linear3,,37.5
p39,,,op15,op14,5,linear3,,45
p40,33.788000000000004,BATCH_PIPELINE,op1,,1,const,,55
p40,,,op2,op1,2,sqrt,,55
p40,,,op3,op2,20,linear7,,30
p40,,,op4,op3,20,linear7,,30
p40,,,op5,op4,15,linear3,,37.5
p40,,,op6,op5,20,linear7,,30
p40,,,op7,op6,15,linear3,,37.5
p40,,,op8,op7,80,squared,,10
p40,,,op9,op8,15,linear3,,37.5
p40,,,op10,op9,5,linear3,,45
p40,,,op11,op10,2,sqrt,,55
p40,,,op12,op11,2,sqrt,,55
p40,,,op13,op12,1,const,,55
p40,,,op14,op13,2,sqrt,,55
p41,42.629,BATCH_PIPELINE,op1,,1,const,,55
p41,,,op2,op1,40,linear7,,20
p41,,,op3,op2,20,linear7,,30
p41,,,op4,op3,5,linear3,,45
p41,,,op5,op4,2,sqrt,,55
p41,,,op6,op5,20,linear7,,30
p41,,,op7,op6,15,linear3,,37.5
p41,,,op8,op7,1,const,,55
p41,,,op9,op8,15,linear3,,37.5
p41,,,op10,op9,15,linear3,,37.5
p41,,,op11,op10,2,sqrt,,55
p41,,,op12,op11,15,linear3,,37.5
p41,,,op13,op12,1,const,,55
p41,,,op14,op13,40,linear7,,20
p41,,,op15,op14,40,linear7,,20
p42,42.629,BATCH_PIPELINE,op1,,1,const,,55
p42,,,op2,op1,1,const,,55
p42,,,op3,op2,5,linear3,,45
p42,,,op4,op3,2,sqrt,,55
p42,,,op5,op4,20,linear7,,30
p42,,,op6,op5,80,squared,,10
p42,,,op7,op6,1,const,,55
p42,,,op8,op7,2,sqrt,,55
p42,,,op9,op8,15,linear3,,37.5
p42,,,op10,op9,80,squared,,10
p42,,,op11,op10,1,const,,55
p42,,,op12,op11,15,linear3,,37.5
p42,,,op13,op12,80,squared,,10
p42,,,op14,op13,1,const,,55
p42,,,op15,op14,1,const,,55
p42,,,op16,op15,5,linear3,,45
p43,42.629,BATCH_PIPELINE,op1,,1,const,,55
p43,,,op2,op1,1,const,,55
p43,,,op3,op2,20,linear7,,30
p43,,,op4,op3,5,linear3,,45
p43,,,op5,op4,40,linear7,,20
p43,,,op6,op5,2,sqrt,,55
p43,,,op7,op6,2,sqrt,,55
p43,,,op8,op7,20,linear7,,30
p43,,,op9,op8,20,linear7,,30
p43,,,op10,op9,20,linear7,,30
p43,,,op11,op10,1,const,,55
p43,,,op12,op11,20,linear7,,30
p43,,,op13,op12,2,sqrt,,55
p43,,,op14,op13,15,linear3,,37.5
p43,,,op15,op14,1,const,,55
p43,,,op16,op15,20,linear7,,30
p43,,,op17,op16,2,sqrt,,55
p43,,,op18,op17,1,const,,55
p44,42.629,BATCH_PIPELINE,op1,,1,const,,55
p44,,,op2,op1,80,squared,,10
p44,,,op3,op2,5,linear3,,45
p44,,,op4,op3,15,linear3,,37.5
p44,,,op5,op4,15,linear3,,37.5
p44,,,op6,op5,2,sqrt,,55
p44,,,op7,op6,20,linear7,,30
p44,,,op8,op7,5,linear3,,45
p44,,,op9,op8,5,linear3,,45
p44,,,op10,op9,40,linear7,,20
p44,,,op11,op10,2,sqrt,,55
p44,,,op12,op11,1,const,,55
p44,,,op13,op12,80,squared,,10
p44,,,op14,op13,80,squared,,10
p44,,,op15,op14,5,linear3,,45
p45,42.629,BATCH_PIPELINE,op1,,1,const,,55
p45,,,op2,op1,5,linear3,,45
p45,,,op3,op2,1,const,,55
p45,,,op4,op3,20,linear7,,30
p45,,,op5,op4,20,linear7,,30
p45,,,op6,op5,1,const,,55
p45,,,op7,op6,20,linear7,,30
p45,,,op8,op7,80,squared,,10
p45,,,op9,op8,15,linear3,,37.5
p45,,,op10,op9,5,linear3,,45
p45,,,op11,op10,5,linear3,,45
p45,,,op12,op11,20,linear7,,30
p45,,,op13,op12,1,const,,55
p46,42.629,INTERACTIVE,op1,,1,const,,55
p46,,,op2,op1,15,linear3,,37.5
p46,,,op3,op2,80,squared,,10
p46,,,op4,op3,2,sqrt,,55
p46,,,op5,op4,20,linear7,,30
p46,,,op6,op5,20,linear7,,30
p46,,,op7,op6,2,sqrt,,55
p46,,,op8,op7,15,linear3,,37.5
p46,,,op9,op8,80,squared,,10
p46,,,op10,op9,5,linear3,,45
p46,,,op11,op10,1,const,,55
p46,,,op12,op11,15,linear3,,37.5
p46,,,op13,op12,2,sqrt,,55
p47,42.629,INTERACTIVE,op1,,1,const,,55
p47,,,op2,op1,1,const,,55
p47,,,op3,op2,20,linear7,,30
p47,,,op4,op3,5,linear3,,45
p47,,,op5,op4,1,const,,55
p47,,,op6,op5,40,linear7,,20
p47,,,op7,op6,20,linear7,,30
p47,,,op8,op7,5,linear3,,45
p47,,,op9,op8,1,const,,55
p47,,,op10,op9,40,linear7,,20
p47,,,op11,op10,20,linear7,,30
p47,,,op12,op11,80,squared,,10
p47,,,op13,op12,20,linear7,,30
p47,,,op14,op13,20,linear7,,30
p48,42.629,BATCH_PIPELINE,op1,,1,const,,55
p48,,,op2,op1,40,linear7,,20
p48,,,op3,op2,5,linear3,,45
p48,,,op4,op3,5,linear3,,45
p48,,,op5,op4,5,linear3,,45
p48,,,op6,op5,20,linear7,,30
p48,,,op7,op6,80,squared,,10
p48,,,op8,op7,5,linear3,,45
p48,,,op9,op8,5,linear3,,45
p48,,,op10,op9,15,linear3,,37.5
p48,,,op11,op10,5,linear3,,45
p48,,,op12,op11,40,linear7,,20
p48,,,op13,op12,1,const,,55
p48,,,op14,op13,2,sqrt,,55
p48,,,op15,op14,2,sqrt,,55
p48,,,op16,op15,1,const,,55
p48,,,op17,op16,2,sqrt,,55
p48,,,op18,op17,2,sqrt,,55
p49,42.629,BATCH_PIPELINE,op1,,1,const,,55
p49,,,op2,op1,2,sqrt,,55
p49,,,op3,op2,15,linear3,,37.5
p49,,,op4,op3,40,linear7,,20
p49,,,op5,op4,2,sqrt,,55
p49,,,op6,op5,2,sqrt,,55
p49,,,op7,op6,20,linear7,,30
p49,,,op8,op7,5,linear3,,45
p49,,,op9,op8,20,linear7,,30
p49,,,op10,op9,15,linear3,,37.5
p49,,,op11,op10,20,linear7,,30
p49,,,op12,op11,2,sqrt,,55
p49,,,op13,op12,15,linear3,,37.5
p49,,,op14,op13,5,linear3,,45
p49,,,op15,op14,1,const,,55
p49,,,op16,op15,1,const,,55
p49,,,op17,op16,20,linear7,,30
p49,,,op18,op17,5,linear3,,45
p49,,,op19,op18,2,sqrt,,55
p50,42.629,INTERACTIVE,op1,,1,const,,55
p50,,,op2,op1,1,const,,55
p50,,,op3,op2,2,sqrt,,55
p50,,,op4,op3,80,squared,,10
p50,,,op5,op4,20,linear7,,30
p50,,,op6,op5,40,linear7,,20
p50,,,op7,op6,2,sqrt,,55
p50,,,op8,op7,2,sqrt,,55
p50,,,op9,op8,20,linear7,,30
p50,,,op10,op9,15,linear3,,37.5
p50,,,op11,op10,20,linear7,,30
p50,,,op12,op11,15,linear3,,37.5
p50,,,op13,op12,20,linear7,,30
p50,,,op14,op13,15,linear3,,37.5
p50,,,op15,op14,40,linear7,,20
p50,,,op16,op15,40,linear7,,20
p50,,,op17,op16,1,const,,55
p50,,,op18,op17,1,const,,55
p50,,,op19,op18,40,linear7,,20
p51,54.302,BATCH_PIPELINE,op1,,1,const,,55
p51,,,op2,op1,40,linear7,,20
p51,,,op3,op2,80,squared,,10
p51,,,op4,op3,20,linear7,,30
p51,,,op5,op4,5,linear3,,45
p51,,,op6,op5,2,sqrt,,55
p51,,,op7,op6,15,linear3,,37.5
p51,,,op8,op7,5,linear3,,45
p51,,,op9,op8,2,sqrt,,55
p51,,,op10,op9,80,squared,,10
