scheduler,syntax,valid_scheduler,basic_run,retry_run,suspend_run,grouping,overcommit,priority_ordering,starvation,no_deadlock
scheduler_medium_039.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_medium_040.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_medium_041.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_medium_042.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_query_completions,batch_starvation,deadlock
scheduler_medium_043.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,pass
scheduler_medium_044.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_medium_045.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_medium_046.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_medium_047.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_medium_048.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,simulation_error,simulation_error
scheduler_medium_049.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_query_completions,batch_starvation,deadlock
scheduler_medium_050.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
